book_url,genre
https://www.goodreads.com/book/show/30319086-if-we-were-villains,adult-fiction
https://www.goodreads.com/book/show/26893819-the-girls,adult-fiction
https://www.goodreads.com/book/show/60931.Kindred,adult-fiction
https://www.goodreads.com/book/show/40914165-the-book-woman-of-troublesome-creek,adult-fiction
https://www.goodreads.com/book/show/11337.The_Bluest_Eye,adult-fiction
https://www.goodreads.com/book/show/29751398-the-power,adult-fiction
https://www.goodreads.com/book/show/40874325-the-shack,adult-fiction
https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,adult-fiction
https://www.goodreads.com/book/show/50398.Northanger_Abbey,adult-fiction
https://www.goodreads.com/book/show/110391.The_Duke_and_I,adult-fiction
https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,adult-fiction
https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,adult-fiction
https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,adult-fiction
https://www.goodreads.com/book/show/32234.White_Oleander,adult-fiction
https://www.goodreads.com/book/show/35297426-then-she-was-gone,adult-fiction
https://www.goodreads.com/book/show/33597976-the-snow-child,adult-fiction
https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,adult-fiction
https://www.goodreads.com/book/show/22674105-china-rich-girlfriend,adult-fiction
https://www.goodreads.com/book/show/6643090-major-pettigrew-s-last-stand,adult-fiction
https://www.goodreads.com/book/show/11297.Norwegian_Wood,adult-fiction
https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,adult-fiction
https://www.goodreads.com/book/show/37781.Things_Fall_Apart,adult-fiction
https://www.goodreads.com/book/show/33815781-the-wedding-date,adult-fiction
https://www.goodreads.com/book/show/33151805-into-the-water,adult-fiction
https://www.goodreads.com/book/show/9118135-state-of-wonder,adult-fiction
https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,adult-fiction
https://www.goodreads.com/book/show/5203.She_s_Come_Undone,adult-fiction
https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,adult-fiction
https://www.goodreads.com/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie,adult-fiction
https://www.goodreads.com/book/show/68428.The_Final_Empire,adult-fiction
https://www.goodreads.com/book/show/32920226-sing-unburied-sing,adult-fiction
https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,adult-fiction
https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale,adult-fiction
https://www.goodreads.com/book/show/2623.Great_Expectations,adult-fiction
https://www.goodreads.com/book/show/42080142-the-turn-of-the-key,adult-fiction
